datadate,tocurd,exratd,usd_exratd,exchange_rate
04/30/2020,TND,3.6226,1.2599,0.3477888809
04/30/2020,TRY,8.8054,1.2599,0.1430826538
04/30/2020,TTD,8.5035,1.2599,0.1481625213
04/30/2020,TWD,37.4646,1.2599,0.0336290792
04/30/2020,TZS,2913.5327,1.2599,0.0004324304
04/30/2020,UAH,34.0994,1.2599,0.0369478642
04/30/2020,UGX,4794.1944,1.2599,0.000262797
04/30/2020,VES,221981.0636,1.2599,5.6757094E-6
04/30/2020,VND,29569.9941,1.2599,0.0000426074
04/30/2020,ZAR,23.0841,1.2599,0.0545786927
04/30/2020,ZMW,23.5476,1.2599,0.0535043911
04/30/2020,XOF,755.4396,1.2599,0.0016677707
04/30/2020,AED,4.6276,1.2599,0.2722577578
04/30/2020,ARS,84.2058,1.2599,0.0149621523
04/30/2020,AUD,1.9265,1.2599,0.6539839086
04/30/2020,BDT,107.0290,1.2599,0.0117715759
04/30/2020,BGN,2.2518,1.2599,0.5595079492
04/30/2020,BHD,0.4763,1.2599,2.6451816082
04/30/2020,BMD,1.2599,1.2599,1
04/30/2020,BRL,6.8103,1.2599,0.1849991924
04/30/2020,BWP,15.1613,1.2599,0.0830997342
04/30/2020,CAD,1.7497,1.2599,0.7200662971
04/30/2020,CHF,1.2176,1.2599,1.0347404731
04/30/2020,CLP,1053.5397,1.2599,0.0011958733
04/30/2020,CNY,8.8990,1.2599,0.1415777054
04/30/2020,COP,4947.2729,1.2599,0.0002546656
04/30/2020,CZK,31.1921,1.2599,0.0403916376
04/30/2020,DKK,8.5904,1.2599,0.1466637176
04/30/2020,EGP,19.8400,1.2599,0.0635030242
04/30/2020,EUR,1.1517,1.2599,1.0939480768
04/30/2020,GBP,1.0000,1.2599,1.2599
04/30/2020,GHS,7.3075,1.2599,0.1724119056
04/30/2020,HKD,9.7666,1.2599,0.1290008806
04/30/2020,HRK,8.7218,1.2599,0.1444541264
04/30/2020,HUF,405.6897,1.2599,0.0031055755
04/30/2020,IDR,18921.2685,1.2599,0.0000665864
04/30/2020,ILS,4.3900,1.2599,0.2869931663
04/30/2020,INR,94.6333,1.2599,0.0133134954
04/30/2020,ISK,183.4297,1.2599,0.0068685714
04/30/2020,JMD,175.8703,1.2599,0.007163802
04/30/2020,JOD,0.8928,1.2599,1.4111783154
04/30/2020,JPY,134.8188,1.2599,0.0093451358
04/30/2020,KES,134.9989,1.2599,0.0093326686
04/30/2020,KRW,1523.7429,1.2599,0.0008268455
04/30/2020,KWD,0.3903,1.2599,3.2280297207
04/30/2020,KZT,536.1593,1.2599,0.0023498613
04/30/2020,LBP,1901.1982,1.2599,0.0006626874
04/30/2020,LKR,240.9079,1.2599,0.0052297994
05/01/2020,BWP,15.1613,1.2536,0.0826842025
05/01/2020,ZWL,425.4589,1.2536,0.0029464653
05/01/2020,GEL,4.0191,1.2536,0.3119106268
05/01/2020,USD,1.2536,1.2536,1
05/01/2020,LKR,240.9079,1.2536,0.0052036484
05/01/2020,AED,4.6046,1.2536,0.2722494896
05/01/2020,ARS,83.3095,1.2536,0.0150475036
05/01/2020,AUD,1.9484,1.2536,0.6433997126
05/01/2020,BDT,106.4874,1.2536,0.0117722848
05/01/2020,BGN,2.2259,1.2536,0.563187924
05/01/2020,BHD,0.4736,1.2536,2.6469594595
05/01/2020,BMD,1.2536,1.2536,1
05/01/2020,BRL,6.8790,1.2536,0.1822357901
05/01/2020,CAD,1.7669,1.2536,0.7094911993
05/01/2020,CHF,1.2022,1.2536,1.0427549493
05/01/2020,CLP,1047.8125,1.2536,0.0011963973
05/01/2020,CNY,8.8519,1.2536,0.1416193134
05/01/2020,COP,4966.6541,1.2536,0.0002524033
05/01/2020,CZK,30.9724,1.2536,0.0404747453
05/01/2020,DKK,8.4913,1.2536,0.1476334601
05/01/2020,EGP,19.6380,1.2536,0.0638354211
05/01/2020,EUR,1.1395,1.2536,1.1001316367
05/01/2020,GBP,1.0000,1.2536,1.2536
05/01/2020,GHS,7.2409,1.2536,0.1731276499
05/01/2020,NOK,12.9291,1.2536,0.0969595718
05/01/2020,NZD,2.0689,1.2536,0.6059258543
05/01/2020,OMR,0.4826,1.2536,2.5975963531
05/01/2020,PEN,4.2315,1.2536,0.2962542834
05/01/2020,PGK,4.3093,1.2536,0.2909057155
05/01/2020,PHP,63.4574,1.2536,0.0197549852
05/01/2020,PKR,201.2035,1.2536,0.0062305079
05/01/2020,PLN,5.1931,1.2536,0.2413972386
05/01/2020,QAR,4.5642,1.2536,0.274659305
05/01/2020,RON,5.5055,1.2536,0.2276995732
05/01/2020,RSD,133.9664,1.2536,0.0093575703
05/01/2020,RUB,94.7387,1.2536,0.0132321849
05/01/2020,RWF,1167.0804,1.2536,0.0010741334
05/01/2020,SAR,4.7088,1.2536,0.2662249405
05/01/2020,SDG,69.0895,1.2536,0.0181445806
05/01/2020,SEK,12.2998,1.2536,0.1019203564
05/01/2020,SGD,1.7742,1.2536,0.7065719761
05/01/2020,THB,40.7208,1.2536,0.0307852498
05/01/2020,TND,3.6323,1.2536,0.3451256779
05/01/2020,TRY,8.8137,1.2536,0.1422331144
05/01/2020,TTD,8.4450,1.2536,0.1484428656
05/01/2020,TWD,37.4828,1.2536,0.0334446733
05/01/2020,TZS,2898.9595,1.2536,0.000432431
05/01/2020,UAH,33.9025,1.2536,0.0369766241
05/01/2020,UGX,4752.9146,1.2536,0.000263754
05/01/2020,VES,220839.3381,1.2536,5.6765249E-6
05/01/2020,VND,29400.7772,1.2536,0.0000426383
05/01/2020,XOF,747.4740,1.2536,0.0016771152
05/01/2020,ZAR,23.5982,1.2536,0.0531226958
05/01/2020,ZMW,23.3923,1.2536,0.053590284
05/01/2020,HKD,9.7184,1.2536,0.1289924267
05/01/2020,HRK,8.6222,1.2536,0.1453921273
05/01/2020,HUF,402.2314,1.2536,0.003116614
05/01/2020,IDR,19093.6442,1.2536,0.0000656554
05/01/2020,ILS,4.3919,1.2536,0.28543455
05/01/2020,INR,95.0226,1.2536,0.013192651
05/01/2020,ISK,181.5219,1.2536,0.0069060538
05/01/2020,JMD,177.8488,1.2536,0.0070486841
05/01/2020,JOD,0.8883,1.2536,1.4112349431
05/01/2020,JPY,133.7997,1.2536,0.0093692288
05/01/2020,KES,134.4365,1.2536,0.0093248485
05/01/2020,KRW,1533.1578,1.2536,0.0008176588
05/01/2020,KWD,0.3882,1.2536,3.2292632664
05/01/2020,KZT,533.4775,1.2536,0.0023498648
05/01/2020,LBP,1895.4494,1.2536,0.0006613735
05/01/2020,MAD,12.3007,1.2536,0.1019128993
05/01/2020,MOP,10.0099,1.2536,0.1252360163
05/01/2020,MUR,50.1066,1.2536,0.0250186602
05/01/2020,MWK,926.6015,1.2536,0.0013529009
05/01/2020,MXN,31.0343,1.2536,0.0403940157
05/01/2020,MYR,5.4156,1.2536,0.2314794298
05/01/2020,NAD,23.5953,1.2536,0.0531292249
05/01/2020,NGN,488.2788,1.2536,0.0025673857
05/02/2020,NGN,488.2788,1.2536,0.0025673857
05/02/2020,BRL,6.8790,1.2536,0.1822357901
05/02/2020,TND,3.6323,1.2536,0.3451256779
05/02/2020,AUD,1.9484,1.2536,0.6433997126
05/02/2020,CZK,30.9724,1.2536,0.0404747453
05/02/2020,KRW,1533.1578,1.2536,0.0008176588
05/02/2020,UAH,33.9025,1.2536,0.0369766241
05/02/2020,JOD,0.8883,1.2536,1.4112349431
05/02/2020,RSD,133.9664,1.2536,0.0093575703
05/02/2020,CNY,8.8519,1.2536,0.1416193134
05/02/2020,CAD,1.7669,1.2536,0.7094911993
05/02/2020,UGX,4752.9146,1.2536,0.000263754
05/02/2020,ZWL,425.4589,1.2536,0.0029464653
05/02/2020,MAD,12.3007,1.2536,0.1019128993
05/02/2020,EUR,1.1395,1.2536,1.1001316367
05/02/2020,ZMW,23.3923,1.2536,0.053590284
05/02/2020,ZAR,23.5982,1.2536,0.0531226958
05/02/2020,RON,5.5055,1.2536,0.2276995732
05/02/2020,PHP,63.4574,1.2536,0.0197549852
05/02/2020,MWK,926.6015,1.2536,0.0013529009
05/02/2020,BMD,1.2536,1.2536,1
05/02/2020,NZD,2.0689,1.2536,0.6059258543
05/02/2020,TZS,2898.9595,1.2536,0.000432431
05/02/2020,TRY,8.8137,1.2536,0.1422331144
05/02/2020,KZT,533.4775,1.2536,0.0023498648
05/02/2020,LBP,1895.4494,1.2536,0.0006613735
05/02/2020,GEL,4.0191,1.2536,0.3119106268
05/02/2020,DKK,8.4913,1.2536,0.1476334601
05/02/2020,NOK,12.9291,1.2536,0.0969595718
05/02/2020,PEN,4.2315,1.2536,0.2962542834
05/02/2020,USD,1.2536,1.2536,1
05/02/2020,JMD,177.8488,1.2536,0.0070486841
05/02/2020,IDR,19093.6442,1.2536,0.0000656554
05/02/2020,SDG,69.0895,1.2536,0.0181445806
05/02/2020,THB,40.7208,1.2536,0.0307852498
05/02/2020,MOP,10.0099,1.2536,0.1252360163
05/02/2020,VND,29400.7772,1.2536,0.0000426383
05/02/2020,GBP,1.0000,1.2536,1.2536
05/02/2020,OMR,0.4826,1.2536,2.5975963531
05/02/2020,RUB,94.7387,1.2536,0.0132321849
05/02/2020,KES,134.4365,1.2536,0.0093248485
05/02/2020,TTD,8.4450,1.2536,0.1484428656
05/02/2020,MYR,5.4156,1.2536,0.2314794298
05/02/2020,BDT,106.4874,1.2536,0.0117722848
05/02/2020,ILS,4.3919,1.2536,0.28543455
05/02/2020,ARS,83.3095,1.2536,0.0150475036
05/02/2020,BHD,0.4736,1.2536,2.6469594595
05/02/2020,PGK,4.3093,1.2536,0.2909057155
05/02/2020,CHF,1.2022,1.2536,1.0427549493
05/02/2020,KWD,0.3882,1.2536,3.2292632664
05/02/2020,HRK,8.6222,1.2536,0.1453921273
05/02/2020,ISK,181.5219,1.2536,0.0069060538
05/02/2020,AED,4.6046,1.2536,0.2722494896
05/02/2020,COP,4966.6541,1.2536,0.0002524033
05/02/2020,HKD,9.7184,1.2536,0.1289924267
05/02/2020,RWF,1167.0804,1.2536,0.0010741334
05/02/2020,SEK,12.2998,1.2536,0.1019203564
05/02/2020,SAR,4.7088,1.2536,0.2662249405
05/02/2020,PKR,201.2035,1.2536,0.0062305079
05/02/2020,HUF,402.2314,1.2536,0.003116614
05/02/2020,MXN,31.0343,1.2536,0.0403940157
05/02/2020,JPY,133.7997,1.2536,0.0093692288
05/02/2020,TWD,37.4828,1.2536,0.0334446733
05/02/2020,LKR,240.9079,1.2536,0.0052036484
05/02/2020,EGP,19.6380,1.2536,0.0638354211
05/02/2020,QAR,4.5642,1.2536,0.274659305
05/02/2020,CLP,1047.8125,1.2536,0.0011963973
05/02/2020,MUR,50.1066,1.2536,0.0250186602
05/02/2020,SGD,1.7742,1.2536,0.7065719761
05/02/2020,XOF,747.4740,1.2536,0.0016771152
05/02/2020,BGN,2.2259,1.2536,0.563187924
05/02/2020,NAD,23.5953,1.2536,0.0531292249
05/02/2020,GHS,7.2409,1.2536,0.1731276499
05/02/2020,PLN,5.1931,1.2536,0.2413972386
05/02/2020,INR,95.0226,1.2536,0.013192651
05/02/2020,VES,220839.3381,1.2536,5.6765249E-6
05/02/2020,BWP,15.1613,1.2536,0.0826842025
05/03/2020,MUR,50.1066,1.2536,0.0250186602
05/03/2020,SGD,1.7742,1.2536,0.7065719761
05/03/2020,XOF,747.4740,1.2536,0.0016771152
05/03/2020,BGN,2.2259,1.2536,0.563187924
05/03/2020,NAD,23.5953,1.2536,0.0531292249
05/03/2020,GHS,7.2409,1.2536,0.1731276499
05/03/2020,PLN,5.1931,1.2536,0.2413972386
05/03/2020,INR,95.0226,1.2536,0.013192651
05/03/2020,VES,220839.3381,1.2536,5.6765249E-6
05/03/2020,BWP,15.1613,1.2536,0.0826842025
05/03/2020,NGN,488.2788,1.2536,0.0025673857
05/03/2020,BRL,6.8790,1.2536,0.1822357901
05/03/2020,TND,3.6323,1.2536,0.3451256779
05/03/2020,AUD,1.9484,1.2536,0.6433997126
05/03/2020,CZK,30.9724,1.2536,0.0404747453
05/03/2020,KRW,1533.1578,1.2536,0.0008176588
05/03/2020,UAH,33.9025,1.2536,0.0369766241
05/03/2020,JOD,0.8883,1.2536,1.4112349431
05/03/2020,RSD,133.9664,1.2536,0.0093575703
05/03/2020,CNY,8.8519,1.2536,0.1416193134
05/03/2020,CAD,1.7669,1.2536,0.7094911993
05/03/2020,UGX,4752.9146,1.2536,0.000263754
05/03/2020,ZWL,425.4589,1.2536,0.0029464653
05/03/2020,MAD,12.3007,1.2536,0.1019128993
05/03/2020,EUR,1.1395,1.2536,1.1001316367
05/03/2020,ZMW,23.3923,1.2536,0.053590284
05/03/2020,ZAR,23.5982,1.2536,0.0531226958
05/03/2020,RON,5.5055,1.2536,0.2276995732
05/03/2020,PHP,63.4574,1.2536,0.0197549852
05/03/2020,MWK,926.6015,1.2536,0.0013529009
05/03/2020,BMD,1.2536,1.2536,1
05/03/2020,NZD,2.0689,1.2536,0.6059258543
05/03/2020,TZS,2898.9595,1.2536,0.000432431
05/03/2020,TRY,8.8137,1.2536,0.1422331144
05/03/2020,KZT,533.4775,1.2536,0.0023498648
05/03/2020,LBP,1895.4494,1.2536,0.0006613735
05/03/2020,GEL,4.0191,1.2536,0.3119106268
05/03/2020,DKK,8.4913,1.2536,0.1476334601
05/03/2020,NOK,12.9291,1.2536,0.0969595718
05/03/2020,PEN,4.2315,1.2536,0.2962542834
05/03/2020,USD,1.2536,1.2536,1
05/03/2020,JMD,177.8488,1.2536,0.0070486841
05/03/2020,IDR,19093.6442,1.2536,0.0000656554
05/03/2020,SDG,69.0895,1.2536,0.0181445806
05/03/2020,THB,40.7208,1.2536,0.0307852498
05/03/2020,MOP,10.0099,1.2536,0.1252360163
05/03/2020,VND,29400.7772,1.2536,0.0000426383
05/03/2020,GBP,1.0000,1.2536,1.2536
05/03/2020,OMR,0.4826,1.2536,2.5975963531
05/03/2020,RUB,94.7387,1.2536,0.0132321849
05/03/2020,KES,134.4365,1.2536,0.0093248485
05/03/2020,TTD,8.4450,1.2536,0.1484428656
05/03/2020,MYR,5.4156,1.2536,0.2314794298
05/03/2020,BDT,106.4874,1.2536,0.0117722848
05/03/2020,ILS,4.3919,1.2536,0.28543455
05/03/2020,ARS,83.3095,1.2536,0.0150475036
05/03/2020,BHD,0.4736,1.2536,2.6469594595
05/03/2020,PGK,4.3093,1.2536,0.2909057155
05/03/2020,CHF,1.2022,1.2536,1.0427549493
05/03/2020,KWD,0.3882,1.2536,3.2292632664
05/03/2020,HRK,8.6222,1.2536,0.1453921273
05/03/2020,ISK,181.5219,1.2536,0.0069060538
05/03/2020,AED,4.6046,1.2536,0.2722494896
05/03/2020,COP,4966.6541,1.2536,0.0002524033
05/03/2020,HKD,9.7184,1.2536,0.1289924267
05/03/2020,RWF,1167.0804,1.2536,0.0010741334
05/03/2020,SEK,12.2998,1.2536,0.1019203564
05/03/2020,SAR,4.7088,1.2536,0.2662249405
05/03/2020,PKR,201.2035,1.2536,0.0062305079
05/03/2020,HUF,402.2314,1.2536,0.003116614
05/03/2020,MXN,31.0343,1.2536,0.0403940157
05/03/2020,JPY,133.7997,1.2536,0.0093692288
05/03/2020,TWD,37.4828,1.2536,0.0334446733
05/03/2020,LKR,240.9079,1.2536,0.0052036484
05/03/2020,EGP,19.6380,1.2536,0.0638354211
05/03/2020,QAR,4.5642,1.2536,0.274659305
05/03/2020,CLP,1047.8125,1.2536,0.0011963973
05/04/2020,ZWL,425.4589,1.2425,0.0029203759
05/04/2020,GEL,3.9663,1.2425,0.3132642513
05/04/2020,USD,1.2425,1.2425,1
05/04/2020,ISK,181.1495,1.2425,0.0068589756
05/04/2020,HKD,9.6335,1.2425,0.1289770073
05/04/2020,HRK,8.6302,1.2425,0.143971171
05/04/2020,HUF,403.1012,1.2425,0.0030823525
05/04/2020,IDR,18864.1503,1.2425,0.0000658657
05/04/2020,ILS,4.3878,1.2425,0.283171521
05/04/2020,INR,93.9957,1.2425,0.0132186898
05/04/2020,JMD,175.4964,1.2425,0.0070799173
05/04/2020,JOD,0.8804,1.2425,1.4112903226
05/04/2020,JPY,132.7809,1.2425,0.0093575205
05/04/2020,KES,132.4454,1.2425,0.0093812243
05/04/2020,KRW,1523.0599,1.2425,0.0008157919
05/04/2020,KWD,0.3845,1.2425,3.2314694408
05/04/2020,KZT,530.5954,1.2425,0.002341709
05/04/2020,LBP,1874.8602,1.2425,0.0006627161
05/04/2020,LKR,236.0299,1.2425,0.0052641636
05/04/2020,MAD,12.2717,1.2425,0.1012492157
05/04/2020,MOP,9.9225,1.2425,0.1252204586
05/04/2020,MUR,49.6981,1.2425,0.0250009558
05/04/2020,MWK,918.3585,1.2425,0.0013529575
05/04/2020,MXN,30.2788,1.2425,0.0410353118
05/04/2020,MYR,5.3511,1.2425,0.2321952496
05/04/2020,NAD,23.2376,1.2425,0.0534693772
05/04/2020,NGN,483.9227,1.2425,0.0025675588
05/04/2020,ZAR,23.2421,1.2425,0.0534590248
05/04/2020,ZMW,22.6375,1.2425,0.0548868029
05/04/2020,NOK,12.8676,1.2425,0.0965603531
05/04/2020,NZD,2.0622,1.2425,0.6025118805
05/04/2020,OMR,0.4782,1.2425,2.5982852363
05/04/2020,PEN,4.2105,1.2425,0.2950955943
05/04/2020,PGK,4.3246,1.2425,0.287309809
05/04/2020,PHP,63.0047,1.2425,0.019720751
05/04/2020,PKR,198.6060,1.2425,0.0062561051
05/04/2020,PLN,5.1910,1.2425,0.2393565787
05/04/2020,QAR,4.5231,1.2425,0.2747009794
05/04/2020,RON,5.4977,1.2425,0.2260036015
05/04/2020,RSD,133.9177,1.2425,0.0092780865
05/04/2020,RUB,93.5935,1.2425,0.0132754946
05/04/2020,RWF,1156.7602,1.2425,0.0010741206
05/04/2020,SAR,4.6700,1.2425,0.2660599572
05/04/2020,SDG,68.4746,1.2425,0.0181454145
05/04/2020,SEK,12.2850,1.2425,0.1011396011
05/04/2020,SGD,1.7609,1.2425,0.7056050883
05/04/2020,THB,40.2691,1.2425,0.0308549235
05/04/2020,TND,3.5935,1.2425,0.3457631835
05/04/2020,TRY,8.7583,1.2425,0.1418654305
05/04/2020,TTD,8.3990,1.2425,0.1479342779
05/04/2020,TWD,37.0536,1.2425,0.0335325043
05/04/2020,TZS,2874.4129,1.2425,0.0004322622
05/04/2020,UAH,33.5524,1.2425,0.0370316281
05/04/2020,UGX,4722.4362,1.2425,0.0002631057
05/04/2020,VES,218874.7608,1.2425,5.6767623E-6
05/04/2020,VND,29178.9877,1.2425,0.000042582
05/04/2020,XOF,747.1237,1.2425,0.0016630446
05/04/2020,AED,4.5637,1.2425,0.2722571598
05/04/2020,ARS,83.1499,1.2425,0.0149428923
05/04/2020,AUD,1.9393,1.2425,0.6406950962
05/04/2020,BDT,105.5339,1.2425,0.0117734681
05/04/2020,BGN,2.2267,1.2425,0.5580006287
05/04/2020,BHD,0.4693,1.2425,2.647560196
05/04/2020,BMD,1.2425,1.2425,1
05/04/2020,BRL,6.9260,1.2425,0.179396477
05/04/2020,BWP,15.2261,1.2425,0.0816032996
05/04/2020,CAD,1.7514,1.2425,0.709432454
05/04/2020,CHF,1.1988,1.2425,1.0364531198
05/04/2020,CLP,1041.4482,1.2425,0.0011930502
05/04/2020,CNY,8.7738,1.2425,0.1416148077
05/04/2020,COP,4952.5383,1.2425,0.0002508815
05/04/2020,CZK,30.8556,1.2425,0.0402682171
05/04/2020,DKK,8.4967,1.2425,0.1462332435
05/04/2020,EGP,19.5648,1.2425,0.0635069104
05/04/2020,EUR,1.1390,1.2425,1.0908691835
05/04/2020,GBP,1.0000,1.2425,1.2425
05/04/2020,GHS,7.1768,1.2425,0.1731272991
05/05/2020,PHP,63.0246,1.2453,0.0197589513
05/05/2020,PKR,198.6376,1.2453,0.0062692058
05/05/2020,PLN,5.2071,1.2453,0.2391542317
05/05/2020,QAR,4.5335,1.2453,0.2746884306
05/05/2020,RON,5.5388,1.2453,0.2248320936
05/05/2020,RSD,135.0526,1.2453,0.0092208517
05/05/2020,RUB,91.8851,1.2453,0.0135527958
05/05/2020,RWF,1159.4232,1.2453,0.0010740686
05/05/2020,SAR,4.6750,1.2453,0.2663743316
05/05/2020,SDG,68.6318,1.2453,0.0181446501
05/05/2020,SEK,12.2439,1.2453,0.1017077892
05/05/2020,SGD,1.7624,1.2453,0.7065932819
05/05/2020,THB,40.3116,1.2453,0.0308918525
05/05/2020,TND,3.5989,1.2453,0.3460223957
05/05/2020,TRY,8.8328,1.2453,0.1409858708
05/05/2020,TTD,8.4132,1.2453,0.1480174012
05/05/2020,TWD,37.2008,1.2453,0.0334750866
05/05/2020,TZS,2879.7539,1.2453,0.0004324328
05/05/2020,UAH,33.6654,1.2453,0.0369905006
05/05/2020,UGX,4717.8152,1.2453,0.0002639569
05/05/2020,VES,217980.2994,1.2453,5.7129016E-6
05/05/2020,VND,29245.8469,1.2453,0.0000425804
05/05/2020,ZWL,425.4589,1.2453,0.002926957
05/05/2020,GEL,3.9968,1.2453,0.3115742594
05/05/2020,USD,1.2453,1.2453,1
05/05/2020,XOF,753.5553,1.2453,0.0016525662
05/05/2020,ZAR,22.8822,1.2453,0.0544222146
05/05/2020,ZMW,22.4901,1.2453,0.0553710299
05/05/2020,ARS,83.4313,1.2453,0.0149260529
05/05/2020,AUD,1.9303,1.2453,0.6451328809
05/05/2020,BDT,105.7010,1.2453,0.0117813455
05/05/2020,BGN,2.2468,1.2453,0.5542549404
05/05/2020,BHD,0.4705,1.2453,2.6467587673
05/05/2020,BMD,1.2453,1.2453,1
05/05/2020,BRL,6.9280,1.2453,0.1797488453
05/05/2020,BWP,15.0945,1.2453,0.0825002484
05/05/2020,CAD,1.7477,1.2453,0.7125364765
05/05/2020,CHF,1.2110,1.2453,1.0283236994
05/05/2020,CLP,1036.2756,1.2453,0.0012017073
05/05/2020,CNY,8.7926,1.2453,0.141630462
05/05/2020,COP,4878.2098,1.2453,0.0002552781
05/05/2020,CZK,31.0529,1.2453,0.0401025347
05/05/2020,DKK,8.5726,1.2453,0.1452651471
05/05/2020,EGP,19.5995,1.2453,0.0635373351
05/05/2020,EUR,1.1488,1.2453,1.0840006964
05/05/2020,AED,4.5742,1.2453,0.2722443269
05/05/2020,GBP,1.0000,1.2453,1.2453
05/05/2020,GHS,7.1003,1.2453,0.1753869555
05/05/2020,HKD,9.6554,1.2453,0.1289744599
05/05/2020,HRK,8.6998,1.2453,0.1431412216
05/05/2020,HUF,402.0572,1.2453,0.0030973205
05/05/2020,IDR,18833.9020,1.2453,0.0000661201
05/05/2020,ILS,4.3755,1.2453,0.2846074734
05/05/2020,INR,94.2960,1.2453,0.0132062866
05/05/2020,ISK,183.1337,1.2453,0.00679995
05/05/2020,JMD,175.5872,1.2453,0.0070922026
05/05/2020,JOD,0.8820,1.2453,1.4119047619
05/05/2020,JPY,132.7128,1.2453,0.0093834204
05/05/2020,KES,132.5123,1.2453,0.0093976182
05/05/2020,KRW,1519.1776,1.2453,0.0008197198
05/05/2020,KWD,0.3857,1.2453,3.2286751361
05/05/2020,KZT,527.4526,1.2453,0.0023609704
05/05/2020,LBP,1879.4052,1.2453,0.0006626033
05/05/2020,LKR,235.9356,1.2453,0.0052781352
05/05/2020,MAD,12.3353,1.2453,0.1009541722
05/05/2020,MOP,9.9450,1.2453,0.1252187029
05/05/2020,MUR,50.3101,1.2453,0.0247524851
05/05/2020,MWK,920.6122,1.2453,0.0013526868
05/05/2020,MXN,29.6917,1.2453,0.0419410138
05/05/2020,MYR,5.3574,1.2453,0.2324448426
05/05/2020,NAD,22.8774,1.2453,0.0544336332
05/05/2020,NGN,485.6542,1.2453,0.0025641701
05/05/2020,NOK,12.7694,1.2453,0.0975222015
05/05/2020,NZD,2.0541,1.2453,0.6062509128
05/05/2020,OMR,0.4793,1.2453,2.5981639892
05/05/2020,PEN,4.2211,1.2453,0.2950178863
05/05/2020,PGK,4.2942,1.2453,0.2899958083
05/06/2020,EUR,1.1435,1.2351,1.080104941
05/06/2020,AED,4.5368,1.2351,0.2722403456
05/06/2020,GBP,1.0000,1.2351,1.2351
05/06/2020,GHS,7.0424,1.2351,0.1753805521
05/06/2020,HKD,9.5748,1.2351,0.1289948615
05/06/2020,HRK,8.6542,1.2351,0.1427168311
05/06/2020,HUF,401.2944,1.2351,0.0030777903
05/06/2020,IDR,18741.8944,1.2351,0.0000659005
05/06/2020,ILS,4.3393,1.2351,0.2846311617
05/06/2020,INR,93.9485,1.2351,0.0131465643
05/06/2020,ISK,182.1943,1.2351,0.0067790266
05/06/2020,JMD,175.0923,1.2351,0.0070539938
05/06/2020,JOD,0.8745,1.2351,1.4123499142
05/06/2020,JPY,130.9796,1.2351,0.0094297127
05/06/2020,KES,130.8622,1.2351,0.0094381724
05/06/2020,KRW,1516.8040,1.2351,0.0008142779
05/06/2020,KWD,0.3835,1.2351,3.2205997392
05/06/2020,KZT,520.6205,1.2351,0.0023723614
05/06/2020,LBP,1861.9616,1.2351,0.0006633327
05/06/2020,LKR,230.9339,1.2351,0.0053482836
05/06/2020,MAD,12.2365,1.2351,0.1009357251
05/06/2020,MOP,9.8620,1.2351,0.1252382884
05/06/2020,MUR,49.4300,1.2351,0.0249868501
05/06/2020,MWK,911.2928,1.2351,0.0013553273
05/06/2020,MXN,29.9957,1.2351,0.0411759019
05/06/2020,MYR,5.3444,1.2351,0.2311017139
05/06/2020,NAD,23.1538,1.2351,0.0533432957
05/06/2020,NGN,481.6892,1.2351,0.0025641015
05/06/2020,NOK,12.7288,1.2351,0.0970319276
05/06/2020,NZD,2.0508,1.2351,0.6022527794
05/06/2020,OMR,0.4754,1.2351,2.5980227177
05/06/2020,PEN,4.2033,1.2351,0.2938405539
05/06/2020,PGK,4.3141,1.2351,0.2862937809
05/06/2020,PHP,62.5841,1.2351,0.0197350445
05/06/2020,PKR,197.3371,1.2351,0.0062588332
05/06/2020,PLN,5.2045,1.2351,0.237313863
05/06/2020,QAR,4.4965,1.2351,0.2746803069
05/06/2020,RON,5.5204,1.2351,0.2237337874
05/06/2020,RSD,134.4441,1.2351,0.0091867178
05/06/2020,RUB,92.0312,1.2351,0.0134204487
05/06/2020,RWF,1150.1180,1.2351,0.0010738898
05/06/2020,SAR,4.6409,1.2351,0.2661337241
05/06/2020,SDG,68.0715,1.2351,0.0181441572
05/06/2020,SEK,12.1654,1.2351,0.1015256383
05/06/2020,SGD,1.7545,1.2351,0.7039612425
05/06/2020,THB,40.0331,1.2351,0.03085197
05/06/2020,TND,3.5830,1.2351,0.3447111359
05/06/2020,TRY,8.8757,1.2351,0.1391552216
05/06/2020,TTD,8.2281,1.2351,0.1501075582
05/06/2020,TWD,37.0503,1.2351,0.0333357625
05/06/2020,TZS,2856.2430,1.2351,0.0004324212
05/06/2020,UAH,33.3053,1.2351,0.0370841878
05/06/2020,UGX,4692.1433,1.2351,0.0002632273
05/06/2020,VES,211839.4699,1.2351,5.8303582E-6
05/06/2020,VND,28984.8449,1.2351,0.0000426119
05/06/2020,ZWL,425.4589,1.2351,0.0029029829
05/06/2020,GEL,3.9522,1.2351,0.3125094884
05/06/2020,USD,1.2351,1.2351,1
05/06/2020,XOF,750.0463,1.2351,0.0016466983
05/06/2020,ZAR,23.1603,1.2351,0.0533283248
05/06/2020,ZMW,22.4856,1.2351,0.0549284876
05/06/2020,ARS,82.8737,1.2351,0.0149034012
05/06/2020,AUD,1.9245,1.2351,0.641777085
05/06/2020,BDT,104.8998,1.2351,0.011774093
05/06/2020,BGN,2.2363,1.2351,0.5522962036
05/06/2020,BHD,0.4664,1.2351,2.6481560892
05/06/2020,BMD,1.2351,1.2351,1
05/06/2020,BRL,7.0170,1.2351,0.1760153912
05/06/2020,BWP,14.9894,1.2351,0.0823982281
