gvkey,number_analyst_following,ibes_year
210075,2,2020
210089,1,2020
210095,2,2020
210132,3,2020
210142,2,2020
210169,20,2020
210172,13,2020
210177,23,2020
210183,1,2020
210201,22,2020
210216,18,2020
210223,6,2020
210227,3,2020
210232,6,2020
210315,13,2020
210325,1,2020
210334,8,2020
210337,1,2020
210342,8,2020
210343,1,2020
210352,1,2020
210362,1,2020
210418,34,2020
210427,1,2020
210434,2,2020
210437,6,2020
210444,1,2020
210466,4,2020
210473,1,2020
210479,32,2020
210481,2,2020
210491,4,2020
210511,2,2020
210526,7,2020
210527,3,2020
210533,5,2020
210550,3,2020
210553,2,2020
210556,2,2020
210562,1,2020
210576,14,2020
210580,6,2020
210582,2,2020
210585,1,2020
210588,1,2020
210608,2,2020
210614,9,2020
210618,6,2020
210620,1,2020
210622,1,2020
210628,6,2020
210629,1,2020
210631,8,2020
210638,13,2020
210644,3,2020
210652,12,2020
210693,13,2020
210696,2,2020
210701,11,2020
210703,17,2020
210711,1,2020
210722,13,2020
210725,3,2020
210759,9,2020
210803,1,2020
210805,8,2020
210814,13,2020
210821,5,2020
210823,5,2020
210828,1,2020
210835,7,2020
210893,4,2020
210896,11,2020
210897,6,2020
210912,1,2020
210916,8,2020
210918,8,2020
210926,1,2020
210947,1,2020
210953,17,2020
210956,1,2020
210964,5,2020
210974,1,2020
210978,2,2020
210980,1,2020
210987,1,2020
210988,3,2020
210995,1,2020
210996,8,2020
210999,1,2020
211002,2,2020
211003,1,2020
211004,1,2020
211006,3,2020
211009,56,2020
211013,15,2020
211014,11,2020
211015,22,2020
211020,2,2020
211022,3,2020
211025,22,2020
211033,13,2020
211034,3,2020
211039,1,2020
211040,12,2020
211051,14,2020
211052,4,2020
211053,1,2020
211063,1,2020
211066,3,2020
211071,1,2020
211079,10,2020
211082,7,2020
211085,1,2020
211098,3,2020
211107,31,2020
211111,6,2020
211124,5,2020
211127,6,2020
211132,19,2020
211137,1,2020
211144,21,2020
211148,9,2020
211166,12,2020
211167,33,2020
211175,12,2020
211177,5,2020
211213,3,2020
211228,6,2020
211230,9,2020
211231,27,2020
211232,1,2020
211233,4,2020
211237,1,2020
211241,40,2020
211249,1,2020
211250,3,2020
211256,2,2020
211261,4,2020
211266,2,2020
211271,6,2020
211275,33,2020
211289,7,2020
211302,2,2020
211305,1,2020
211312,1,2020
211325,1,2020
211335,11,2020
211341,1,2020
211342,1,2020
211357,1,2020
211367,16,2020
211387,6,2020
211397,1,2020
211399,2,2020
211407,7,2020
211415,11,2020
211421,1,2020
211426,6,2020
211427,3,2020
211430,1,2020
211435,3,2020
211437,16,2020
211443,7,2020
211447,21,2020
211448,2,2020
211452,22,2020
211453,8,2020
211458,2,2020
211460,1,2020
211463,3,2020
211468,1,2020
211469,12,2020
211470,5,2020
211471,1,2020
211479,6,2020
211494,1,2020
211497,4,2020
211498,3,2020
211503,18,2020
211509,9,2020
211512,1,2020
211528,8,2020
211545,2,2020
211554,2,2020
211559,4,2020
211572,4,2020
211575,1,2020
211576,1,2020
211583,3,2020
211603,8,2020
211607,2,2020
211616,3,2020
211622,8,2020
211623,1,2020
211624,1,2020
211630,5,2020
211635,1,2020
211655,13,2020
211686,1,2020
211699,1,2020
211714,17,2020
211715,1,2020
211716,6,2020
211717,1,2020
211722,20,2020
211725,1,2020
211732,4,2020
211736,37,2020
211745,1,2020
211759,10,2020
211771,14,2020
211773,8,2020
211777,10,2020
211787,8,2020
211795,27,2020
211801,8,2020
211810,1,2020
211819,19,2020
211830,1,2020
211832,6,2020
211838,2,2020
211840,6,2020
211843,5,2020
211844,2,2020
211846,1,2020
211859,8,2020
211873,3,2020
211885,3,2020
211900,4,2020
211904,4,2020
211916,1,2020
211917,1,2020
211922,2,2020
211923,3,2020
211924,1,2020
211925,1,2020
211930,1,2020
211931,1,2020
211934,16,2020
211940,1,2020
211948,1,2020
211952,3,2020
211967,7,2020
211969,1,2020
211976,1,2020
211977,1,2020
211983,9,2020
211994,3,2020
211999,2,2020
212003,3,2020
212011,1,2020
212015,3,2020
212028,6,2020
212059,3,2020
212065,1,2020
212098,39,2020
212111,1,2020
212113,3,2020
212114,1,2020
212128,19,2020
212133,5,2020
212134,5,2020
212135,2,2020
212139,2,2020
212140,1,2020
212161,6,2020
212164,1,2020
212167,14,2020
212168,2,2020
212194,2,2020
212199,1,2020
212200,6,2020
212202,1,2020
212203,1,2020
212204,4,2020
212205,3,2020
212208,1,2020
212210,4,2020
212212,1,2020
212213,1,2020
212215,1,2020
212216,1,2020
212226,12,2020
212241,6,2020
212246,1,2020
212248,2,2020
212264,12,2020
212266,8,2020
212267,5,2020
212272,1,2020
212273,1,2020
212275,1,2020
212354,3,2020
212357,1,2020
212359,2,2020
212360,2,2020
212367,1,2020
212380,11,2020
212381,1,2020
212383,2,2020
212386,21,2020
212388,1,2020
212393,1,2020
212409,1,2020
212413,2,2020
212422,8,2020
212427,20,2020
212442,3,2020
212445,5,2020
212447,2,2020
212448,1,2020
212454,3,2020
212472,1,2020
212474,22,2020
212476,3,2020
212481,4,2020
212484,3,2020
212486,4,2020
212495,25,2020
212496,2,2020
212498,9,2020
212500,2,2020
212551,1,2020
212552,5,2020
212561,1,2020
212568,6,2020
212570,7,2020
212572,11,2020
212577,15,2020
212578,3,2020
212579,1,2020
212583,1,2020
212593,2,2020
212596,26,2020
212628,16,2020
212635,16,2020
212641,6,2020
212650,15,2020
212658,5,2020
212680,1,2020
212686,4,2020
212690,1,2020
212691,1,2020
212693,9,2020
212696,1,2020
212697,1,2020
212698,1,2020
212699,1,2020
212705,1,2020
212711,1,2020
212712,15,2020
212727,3,2020
212729,1,2020
212733,1,2020
212737,1,2020
212746,1,2020
212748,12,2020
212750,1,2020
212757,3,2020
212760,1,2020
212761,5,2020
212770,1,2020
212771,3,2020
212773,20,2020
212777,26,2020
212782,23,2020
212786,26,2020
212787,14,2020
212789,1,2020
212811,14,2020
212825,2,2020
212830,1,2020
212851,5,2020
212856,15,2020
212857,9,2020
212872,6,2020
212877,1,2020
212878,2,2020
212879,4,2020
212880,1,2020
212881,1,2020
212885,1,2020
212887,4,2020
212888,1,2020
212889,1,2020
212890,1,2020
212901,13,2020
212913,1,2020
212922,15,2020
212924,1,2020
212925,4,2020
212928,14,2020
212943,2,2020
212948,16,2020
212950,3,2020
212955,12,2020
212965,2,2020
212967,1,2020
212970,20,2020
212976,1,2020
212978,5,2020
212982,1,2020
212983,1,2020
212987,10,2020
212988,14,2020
212989,2,2020
212990,1,2020
212993,1,2020
212995,1,2020
212998,1,2020
213000,2,2020
213011,1,2020
213019,3,2020
213023,9,2020
213024,2,2020
213029,21,2020
213034,7,2020
213035,1,2020
213037,7,2020
213042,13,2020
213044,2,2020
213047,3,2020
213048,1,2020
213052,8,2020
213058,7,2020
213062,2,2020
213067,20,2020
213075,5,2020
213083,15,2020
213088,1,2020
213092,2,2020
213095,17,2020
213098,9,2020
213127,12,2020
213130,2,2020
213150,1,2020
213152,3,2020
213159,3,2020
213164,4,2020
213170,2,2020
213186,19,2020
213191,1,2020
213192,1,2020
213193,16,2020
213195,1,2020
213198,2,2020
213199,11,2020
213202,17,2020
213207,15,2020
213212,4,2020
213214,1,2020
213216,1,2020
213219,8,2020
213263,2,2020
213276,4,2020
213290,6,2020
213323,1,2020
213327,2,2020
213341,8,2020
213344,10,2020
213351,1,2020
213366,3,2020
213367,9,2020
213376,2,2020
213377,1,2020
213378,28,2020
213380,32,2020
213383,2,2020
213391,4,2020
213403,3,2020
213416,1,2020
213417,1,2020
213418,2,2020
213419,1,2020
213423,19,2020
213424,8,2020
213432,3,2020
213433,2,2020
213435,4,2020
213444,1,2020
213454,1,2020
213455,5,2020
213456,2,2020
213457,2,2020
213459,5,2020
213462,3,2020
213463,2,2020
213464,7,2020
213467,13,2020
213469,3,2020
213472,5,2020
213474,2,2020
213475,1,2020
213477,5,2020
213479,1,2020
213480,3,2020
213482,2,2020
213486,4,2020
213487,1,2020
213488,1,2020
213489,1,2020
213490,1,2020
213491,6,2020
213492,10,2020
213494,11,2020
213495,10,2020
213502,12,2020
213506,11,2020
213509,5,2020
213521,1,2020
213529,1,2020
213532,14,2020
213541,35,2020
213554,1,2020
213571,1,2020
213579,1,2020
213582,2,2020
213592,1,2020
213648,2,2020
213699,1,2020
213819,6,2020
213820,1,2020
213862,3,2020
213939,4,2020
213941,4,2020
213979,1,2020
214050,19,2020
214053,22,2020
214059,13,2020
214325,10,2020
214499,1,2020
214503,1,2020
214504,1,2020
214508,1,2020
214509,12,2020
214519,5,2020
214522,2,2020
214523,16,2020
214526,8,2020
214527,8,2020
214659,25,2020
214759,14,2020
214764,1,2020
214779,16,2020
214881,28,2020
214882,13,2020
215020,1,2020
215021,6,2020
215024,1,2020
215059,1,2020
215060,9,2020
215100,16,2020
215361,3,2020
215363,2,2020
215379,1,2020
215390,2,2020
215391,2,2020
215399,1,2020
215406,6,2020
215422,16,2020
215479,1,2020
215519,10,2020
215540,3,2020
215639,1,2020
215701,1,2020
215703,6,2020
215707,6,2020
215861,2,2020
215866,2,2020
215907,1,2020
215939,3,2020
216000,1,2020
216019,11,2020
216023,4,2020
216026,3,2020
216028,6,2020
216076,4,2020
216086,1,2020
216096,1,2020
216098,4,2020
216162,2,2020
216281,1,2020
216320,6,2020
216359,6,2020
216419,2,2020
216420,4,2020
216526,1,2020
216582,1,2020
216583,4,2020
216588,1,2020
216593,3,2020
216597,1,2020
216599,8,2020
216603,11,2020
216604,9,2020
216609,7,2020
216613,13,2020
216624,4,2020
216627,5,2020
216629,3,2020
216633,1,2020
216645,5,2020
216660,1,2020
216663,3,2020
216667,7,2020
216668,1,2020
216719,9,2020
216731,2,2020
216732,1,2020
216785,1,2020
216839,38,2020
216843,7,2020
216861,22,2020
216867,1,2020
217200,4,2020
217202,1,2020
217259,10,2020
217500,9,2020
217719,1,2020
217739,1,2020
217799,5,2020
217863,10,2020
217864,17,2020
217999,16,2020
218000,12,2020
218001,1,2020
218003,12,2020
218399,19,2020
218443,1,2020
218461,1,2020
218463,4,2020
218464,1,2020
218467,2,2020
218468,1,2020
218471,1,2020
219060,2,2020
219595,1,2020
219602,1,2020
219630,2,2020
219634,2,2020
219652,2,2020
219663,3,2020
219667,3,2020
219668,2,2020
219677,9,2020
219801,27,2020
220057,5,2020
220094,18,2020
220098,1,2020
220116,1,2020
220117,1,2020
220118,1,2020
220120,3,2020
220121,1,2020
220122,3,2020
220124,1,2020
220126,1,2020
220127,12,2020
220128,1,2020
220130,2,2020
220131,3,2020
220132,1,2020
220133,1,2020
220135,7,2020
220141,1,2020
220161,16,2020
220175,9,2020
220187,8,2020
220208,5,2020
220211,4,2020
220243,11,2020
220244,11,2020
220284,1,2020
220295,14,2020
220301,24,2020
220303,13,2020
220323,1,2020
220344,5,2020
220374,5,2020
220385,1,2020
220392,6,2020
220399,13,2020
220400,8,2020
220411,2,2020
220414,37,2020
220426,26,2020
220442,1,2020
220475,10,2020
220482,1,2020
220484,3,2020
220487,4,2020
220496,14,2020
220509,15,2020
220525,8,2020
220530,5,2020
220546,40,2020
220553,4,2020
220561,2,2020
220562,18,2020
220575,4,2020
220577,3,2020
220579,33,2020
220586,25,2020
220591,1,2020
220593,1,2020
220601,19,2020
220604,5,2020
220616,4,2020
220617,1,2020
220619,1,2020
220620,1,2020
220621,4,2020
220622,3,2020
220623,1,2020
220624,5,2020
220625,2,2020
220626,9,2020
220627,2,2020
220629,4,2020
220631,1,2020
220646,1,2020
220659,9,2020
220699,3,2020
220711,1,2020
220743,5,2020
220801,4,2020
220833,32,2020
220840,6,2020
220851,8,2020
220920,17,2020
220926,16,2020
220940,29,2020
220942,21,2020
220949,11,2020
220968,2,2020
220969,1,2020
220977,5,2020
220986,8,2020
220989,1,2020
220992,1,2020
220997,11,2020
221010,1,2020
221011,2,2020
221020,8,2020
221029,3,2020
221034,1,2020
221036,1,2020
221040,1,2020
221056,12,2020
221057,7,2020
221076,1,2020
221080,1,2020
221092,1,2020
221102,24,2020
221115,1,2020
221116,1,2020
221119,1,2020
221122,3,2020
221128,4,2020
221129,1,2020
221131,1,2020
221134,21,2020
221136,1,2020
221138,3,2020
221141,1,2020
221143,1,2020
221167,1,2020
221170,17,2020
221176,1,2020
221177,1,2020
221183,9,2020
221189,1,2020
221192,11,2020
221194,1,2020
221198,15,2020
221200,4,2020
221210,1,2020
221215,1,2020
221216,1,2020
221244,41,2020
221253,1,2020
221261,20,2020
221266,1,2020
221290,2,2020
221301,1,2020
221303,1,2020
221305,1,2020
221312,5,2020
221342,1,2020
221371,1,2020
221381,1,2020
221408,4,2020
221418,2,2020
221420,1,2020
221426,1,2020
221453,1,2020
221461,1,2020
221464,1,2020
221468,8,2020
221470,6,2020
221471,4,2020
221472,2,2020
221484,3,2020
221486,15,2020
221489,18,2020
221497,12,2020
221498,1,2020
221499,10,2020
221545,4,2020
221612,23,2020
221616,28,2020
221618,1,2020
221633,1,2020
221642,1,2020
221646,3,2020
221648,2,2020
221651,9,2020
221671,1,2020
221682,14,2020
221706,1,2020
221717,1,2020
221718,1,2020
221719,1,2020
221721,1,2020
221722,5,2020
221726,6,2020
221732,3,2020
221744,2,2020
221751,2,2020
221752,1,2020
221757,26,2020
221759,1,2020
221799,2,2020
221802,1,2020
221806,16,2020
221808,7,2020
221811,6,2020
221812,13,2020
221813,4,2020
221814,6,2020
221816,5,2020
221817,2,2020
221818,1,2020
221819,2,2020
221821,20,2020
221822,1,2020
221825,2,2020
221838,2,2020
221840,4,2020
221841,1,2020
221842,1,2020
221843,5,2020
221845,16,2020
221853,3,2020
221858,23,2020
221859,10,2020
221863,8,2020
221871,1,2020
221877,12,2020
221884,13,2020
221981,3,2020
222004,4,2020
222024,1,2020
222025,3,2020
222027,3,2020
222036,1,2020
222049,6,2020
222055,1,2020
222066,18,2020
222070,2,2020
222080,1,2020
222107,2,2020
222109,4,2020
222111,10,2020
222135,8,2020
222136,14,2020
222139,7,2020
222153,4,2020
222169,14,2020
222186,18,2020
222195,4,2020
222199,11,2020
222202,13,2020
222206,2,2020
222221,7,2020
222231,1,2020
222247,21,2020
222256,8,2020
222263,2,2020
222281,8,2020
222284,12,2020
222286,22,2020
222291,3,2020
222299,1,2020
222301,12,2020
222302,12,2020
222305,14,2020
222307,17,2020
222309,16,2020
222317,3,2020
222331,3,2020
222332,2,2020
222340,20,2020
222349,15,2020
222350,1,2020
222357,9,2020
222362,7,2020
222364,21,2020
222376,13,2020
222379,29,2020
222394,9,2020
222395,9,2020
222398,8,2020
222504,10,2020
222505,7,2020
222519,11,2020
222582,2,2020
222583,2,2020
222585,1,2020
222586,1,2020
222587,4,2020
222589,1,2020
222592,1,2020
222593,1,2020
222601,7,2020
222604,2,2020
222638,11,2020
222648,11,2020
222741,4,2020
222761,9,2020
222763,4,2020
222765,1,2020
222881,1,2020
223003,14,2020
223035,9,2020
223036,19,2020
223038,16,2020
223039,26,2020
223047,6,2020
223048,9,2020
223053,46,2020
223054,20,2020
223055,44,2020
223057,1,2020
223061,12,2020
223062,42,2020
223063,12,2020
223068,4,2020
223078,1,2020
223081,1,2020
223083,27,2020
223084,39,2020
223085,3,2020
223089,2,2020
223091,22,2020
223096,13,2020
223097,12,2020
223098,45,2020
223101,6,2020
223102,11,2020
223104,12,2020
223107,8,2020
223112,3,2020
223116,2,2020
223117,3,2020
223127,2,2020
223128,17,2020
223129,4,2020
223138,37,2020
223139,1,2020
223140,5,2020
223142,33,2020
223147,1,2020
223148,55,2020
223151,1,2020
223152,44,2020
223154,1,2020
223159,1,2020
223175,7,2020
223176,1,2020
223178,1,2020
223203,1,2020
223391,3,2020
223396,5,2020
223398,1,2020
223400,1,2020
223426,2,2020
223487,7,2020
223489,15,2020
223492,22,2020
223500,7,2020
223515,12,2020
223516,3,2020
223520,6,2020
223528,15,2020
223548,27,2020
223550,1,2020
223560,5,2020
223567,10,2020
223732,12,2020
223911,18,2020
224159,11,2020
224179,6,2020
224213,2,2020
224231,1,2020
224251,3,2020
224256,1,2020
224257,5,2020
224580,1,2020
224582,1,2020
224586,1,2020
224597,1,2020
224601,9,2020
224608,2,2020
224620,1,2020
224645,5,2020
224660,3,2020
224668,1,2020
224670,1,2020
224671,1,2020
224674,1,2020
224676,2,2020
224798,1,2020
224800,1,2020
224802,5,2020
224809,1,2020
224810,10,2020
224878,1,2020
224880,1,2020
224902,2,2020
224907,6,2020
224976,9,2020
224977,12,2020
225016,7,2020
225077,2,2020
225079,5,2020
225081,13,2020
225082,1,2020
225084,11,2020
225086,3,2020
225088,3,2020
225091,18,2020
225094,28,2020
225096,1,2020
225097,2,2020
225099,4,2020
225102,1,2020
225136,3,2020
225236,21,2020
225241,2,2020
225244,8,2020
225246,6,2020
225247,4,2020
225258,6,2020
225397,5,2020
225417,9,2020
225418,2,2020
225438,3,2020
225439,2,2020
225456,14,2020
225496,3,2020
225597,23,2020
225617,5,2020
225717,4,2020
225816,19,2020
225976,1,2020
225980,1,2020
225985,1,2020
225986,10,2020
225987,1,2020
225990,3,2020
225992,1,2020
225993,1,2020
225994,1,2020
225996,1,2020
225997,1,2020
225999,1,2020
226000,1,2020
226001,1,2020
226002,1,2020
226003,1,2020
226004,1,2020
226010,1,2020
226011,1,2020
226017,1,2020
226019,1,2020
226020,1,2020
226021,1,2020
226023,1,2020
226024,1,2020
226025,1,2020
226028,1,2020
226029,1,2020
226031,2,2020
226033,1,2020
226043,2,2020
226044,1,2020
226047,1,2020
226050,1,2020
226051,4,2020
226053,5,2020
226056,1,2020
226057,1,2020
226058,1,2020
226059,1,2020
226060,1,2020
226061,1,2020
226062,1,2020
226065,1,2020
226070,1,2020
226072,1,2020
226074,3,2020
226075,1,2020
226077,1,2020
226078,1,2020
226080,1,2020
226081,1,2020
226082,9,2020
226086,1,2020
226088,1,2020
226089,1,2020
226090,1,2020
226136,13,2020
226156,16,2020
226216,7,2020
226256,11,2020
226416,6,2020
226619,2,2020
226656,1,2020
226657,1,2020
226659,8,2020
226660,1,2020
226661,2,2020
226676,6,2020
226716,1,2020
226720,4,2020
226744,14,2020
226796,3,2020
226803,11,2020
226805,4,2020
226811,4,2020
226816,1,2020
226825,7,2020
226827,2,2020
226830,1,2020
226841,6,2020
226899,13,2020
226916,6,2020
226996,1,2020
227001,2,2020
227216,1,2020
227218,4,2020
227228,10,2020
227276,1,2020
227299,1,2020
227396,3,2020
227479,12,2020
227537,14,2020
227616,17,2020
227756,1,2020
227759,1,2020
227760,2,2020
227761,1,2020
227762,1,2020
227816,3,2020
227857,21,2020
227865,6,2020
227866,1,2020
227916,7,2020
228037,2,2020
228096,7,2020
228136,10,2020
228218,21,2020
228276,1,2020
228316,5,2020
228416,2,2020
228418,23,2020
228476,3,2020
228576,8,2020
228580,6,2020
228623,20,2020
228624,8,2020
228628,1,2020
228630,1,2020
228656,1,2020
228796,2,2020
228816,1,2020
228817,2,2020
228818,1,2020
228819,1,2020
228820,1,2020
228821,1,2020
228822,1,2020
228856,13,2020
228877,4,2020
228880,10,2020
228918,23,2020
229037,8,2020
229039,3,2020
229239,4,2020
229356,8,2020
229518,8,2020
229521,7,2020
229576,8,2020
229618,1,2020
229856,7,2020
229876,6,2020
229916,3,2020
229917,1,2020
230376,2,2020
230380,6,2020
230392,6,2020
230402,1,2020
230404,3,2020
230556,4,2020
230636,6,2020
230638,6,2020
230899,3,2020
231016,18,2020
231056,5,2020
231076,5,2020
231091,4,2020
231116,2,2020
231117,1,2020
231119,2,2020
231120,1,2020
231121,10,2020
231122,1,2020
231123,2,2020
231124,3,2020
231125,1,2020
231127,6,2020
231137,1,2020
231156,1,2020
231157,1,2020
231256,19,2020
231276,2,2020
231342,1,2020
231343,6,2020
231347,1,2020
231359,2,2020
231362,5,2020
231396,1,2020
231397,23,2020
231496,5,2020
231537,3,2020
231616,1,2020
231680,2,2020
231719,12,2020
231809,14,2020
231821,3,2020
231827,2,2020
231858,1,2020
231878,3,2020
231897,11,2020
231901,2,2020
232041,4,2020
232060,18,2020
232063,1,2020
232085,22,2020
232099,1,2020
232106,16,2020
232107,1,2020
232119,3,2020
232122,4,2020
232123,1,2020
232133,3,2020
232135,6,2020
232143,4,2020
232164,2,2020
232256,1,2020
232623,12,2020
232630,15,2020
232639,1,2020
232646,24,2020
232676,2,2020
232696,1,2020
232697,1,2020
232698,1,2020
232716,4,2020
232738,3,2020
232740,1,2020
232743,14,2020
232836,4,2020
232837,3,2020
232956,3,2020
233017,3,2020
233020,3,2020
233023,6,2020
233025,11,2020
233026,2,2020
233030,1,2020
233037,6,2020
233038,16,2020
233042,2,2020
233044,7,2020
233046,4,2020
233050,2,2020
233062,4,2020
233067,3,2020
233138,2,2020
233140,2,2020
233146,1,2020
233148,2,2020
233154,1,2020
233156,2,2020
233176,1,2020
233197,4,2020
233216,9,2020
233217,1,2020
233221,1,2020
233247,4,2020
233250,1,2020
233253,3,2020
233257,6,2020
233260,1,2020
233279,1,2020
233320,11,2020
233341,1,2020
233396,17,2020
233456,1,2020
233458,12,2020
233717,4,2020
233718,1,2020
233721,14,2020
233723,1,2020
233725,9,2020
233729,1,2020
233856,2,2020
233886,8,2020
234079,12,2020
234083,5,2020
234087,22,2020
234091,9,2020
234102,3,2020
234104,11,2020
234117,21,2020
234163,1,2020
234178,4,2020
234179,1,2020
234180,1,2020
234181,7,2020
234199,4,2020
234200,5,2020
234201,3,2020
234211,1,2020
234221,1,2020
234222,3,2020
234223,10,2020
234225,6,2020
234226,2,2020
234236,2,2020
234239,1,2020
234246,7,2020
234248,1,2020
234250,1,2020
234251,3,2020
234276,3,2020
234338,1,2020
234356,3,2020
234376,30,2020
234439,3,2020
234456,1,2020
234498,1,2020
234516,24,2020
234576,7,2020
234596,1,2020
234656,5,2020
234736,1,2020
234757,2,2020
234798,5,2020
234800,6,2020
234808,4,2020
234810,3,2020
234811,2,2020
234820,2,2020
234876,10,2020
234918,1,2020
234919,8,2020
234921,1,2020
234936,2,2020
234958,2,2020
234977,6,2020
234978,1,2020
234979,1,2020
234980,2,2020
234983,2,2020
234984,1,2020
234985,1,2020
235016,1,2020
235018,3,2020
235019,1,2020
235020,8,2020
235022,1,2020
235023,4,2020
235024,1,2020
235027,1,2020
235036,7,2020
235119,8,2020
235156,1,2020
235197,1,2020
235396,1,2020
235397,3,2020
235398,1,2020
235417,1,2020
235425,4,2020
235426,2,2020
235457,3,2020
235498,1,2020
235543,4,2020
235577,1,2020
235636,18,2020
235650,4,2020
235656,6,2020
235658,1,2020
235659,1,2020
235676,1,2020
235718,1,2020
235722,2,2020
235750,1,2020
235754,1,2020
235759,4,2020
235764,1,2020
235768,1,2020
235776,1,2020
235798,16,2020
235801,2,2020
235803,2,2020
235804,1,2020
235805,1,2020
235808,5,2020
235816,2,2020
235818,16,2020
235820,55,2020
235826,7,2020
235916,8,2020
235980,20,2020
236025,22,2020
236026,1,2020
236138,3,2020
236156,3,2020
236259,16,2020
236296,1,2020
236556,27,2020
237104,4,2020
237106,2,2020
237108,6,2020
237118,2,2020
237139,1,2020
237160,2,2020
237161,1,2020
237252,1,2020
237255,2,2020
237265,10,2020
237286,3,2020
237289,3,2020
237328,3,2020
237343,5,2020
237355,2,2020
237356,1,2020
237419,27,2020
237461,1,2020
237656,3,2020
237722,2,2020
237723,3,2020
237732,1,2020
237777,3,2020
237804,1,2020
237806,1,2020
237810,1,2020
237811,3,2020
237820,1,2020
237823,3,2020
237911,4,2020
237917,2,2020
237938,6,2020
237940,6,2020
237948,3,2020
237956,2,2020
237978,4,2020
237981,2,2020
237983,6,2020
238016,1,2020
238036,4,2020
238058,1,2020
238076,1,2020
238078,1,2020
238080,1,2020
238082,8,2020
238083,1,2020
238084,1,2020
238117,6,2020
238136,16,2020
238137,3,2020
238158,12,2020
238162,36,2020
238167,39,2020
238173,2,2020
238178,29,2020
238197,3,2020
238243,4,2020
238244,2,2020
238245,22,2020
238439,6,2020
238442,14,2020
238446,5,2020
238448,1,2020
238450,3,2020
238451,3,2020
238452,6,2020
238456,11,2020
238461,1,2020
238465,2,2020
238476,3,2020
238479,1,2020
238484,1,2020
238485,2,2020
238516,11,2020
238616,19,2020
238637,8,2020
238696,3,2020
238697,4,2020
238698,6,2020
238705,2,2020
238710,2,2020
238725,2,2020
238729,1,2020
238730,2,2020
238733,1,2020
238737,2,2020
238743,1,2020
238747,1,2020
238754,4,2020
238778,4,2020
238780,2,2020
238816,5,2020
238817,3,2020
238837,1,2020
238919,26,2020
239038,2,2020
239116,13,2020
239156,2,2020
239258,1,2020
239280,6,2020
239356,8,2020
239398,17,2020
239411,1,2020
239416,6,2020
239417,3,2020
239456,5,2020
239496,14,2020
239498,16,2020
239577,1,2020
239578,1,2020
239580,4,2020
239582,1,2020
239620,5,2020
239624,2,2020
239626,2,2020
239640,4,2020
239816,3,2020
239856,16,2020
239858,14,2020
239859,22,2020
239961,1,2020
239962,15,2020
240008,3,2020
240066,1,2020
240136,24,2020
240139,9,2020
240228,2,2020
240319,8,2020
240519,2,2020
240557,3,2020
240576,1,2020
240579,1,2020
240580,1,2020
240599,1,2020
240600,2,2020
240601,2,2020
240636,14,2020
240637,30,2020
240640,14,2020
240643,6,2020
240656,12,2020
240677,1,2020
240866,1,2020
240896,3,2020
240937,6,2020
240941,1,2020
240947,2,2020
240948,4,2020
240956,4,2020
241016,14,2020
241056,2,2020
241061,11,2020
241076,3,2020
241078,3,2020
241082,1,2020
241084,2,2020
241159,16,2020
241161,27,2020
241176,17,2020
241201,1,2020
241276,11,2020
241320,23,2020
241324,8,2020
241333,5,2020
241336,22,2020
241356,1,2020
241364,2,2020
241366,10,2020
241368,11,2020
241376,20,2020
241380,9,2020
241385,10,2020
241386,9,2020
241388,6,2020
241393,6,2020
241396,1,2020
241401,8,2020
241404,2,2020
241405,11,2020
241406,13,2020
241408,1,2020
241409,2,2020
241412,2,2020
241413,3,2020
241419,10,2020
241456,26,2020
241479,1,2020
241482,6,2020
241487,1,2020
241495,9,2020
241497,1,2020
241498,2,2020
241503,6,2020
241537,16,2020
241561,25,2020
241596,1,2020
241616,5,2020
241637,30,2020
241679,4,2020
241697,1,2020
241699,1,2020
241700,1,2020
241702,1,2020
241703,1,2020
241704,11,2020
241705,1,2020
241706,1,2020
241707,1,2020
241708,3,2020
241709,1,2020
241710,1,2020
241712,1,2020
241719,1,2020
241723,1,2020
241726,9,2020
241727,2,2020
241728,1,2020
241729,1,2020
241735,1,2020
241739,3,2020
241740,1,2020
241742,2,2020
241743,1,2020
241746,1,2020
241747,2,2020
241749,1,2020
241751,2,2020
241769,1,2020
241774,4,2020
241788,2,2020
241829,1,2020
241832,1,2020
241844,1,2020
241845,1,2020
241849,1,2020
241878,1,2020
241903,1,2020
241904,17,2020
241906,1,2020
241922,3,2020
242056,4,2020
242058,25,2020
242059,1,2020
242061,25,2020
242076,2,2020
242082,3,2020
242083,2,2020
242084,6,2020
242086,2,2020
242096,1,2020
242143,10,2020
242144,26,2020
242145,1,2020
242146,28,2020
242158,26,2020
242200,3,2020
242204,7,2020
242208,1,2020
242214,1,2020
242215,1,2020
242216,1,2020
242218,5,2020
242220,7,2020
242223,3,2020
242252,1,2020
242285,2,2020
242296,26,2020
242322,2,2020
242323,2,2020
242327,1,2020
242333,7,2020
242336,2,2020
242341,2,2020
242344,1,2020
242349,4,2020
242369,4,2020
242371,2,2020
242375,2,2020
242381,8,2020
242536,11,2020
242557,1,2020
242573,2,2020
242576,17,2020
242577,6,2020
242582,3,2020
242601,5,2020
242607,3,2020
242614,2,2020
242638,6,2020
242643,3,2020
242644,1,2020
242645,3,2020
242650,11,2020
242657,5,2020
242666,1,2020
242679,2,2020
242685,21,2020
242700,3,2020
242719,3,2020
242728,1,2020
242758,4,2020
242760,1,2020
