gvkey,number_analyst_following,ibes_year
271828,4,2020
271829,1,2020
271830,2,2020
271838,10,2020
271841,1,2020
271844,27,2020
271851,2,2020
271852,1,2020
271853,5,2020
271883,2,2020
271885,11,2020
271889,1,2020
271891,10,2020
271900,5,2020
271901,1,2020
271903,2,2020
271904,4,2020
271907,7,2020
271913,1,2020
271914,1,2020
271925,19,2020
271928,8,2020
271930,3,2020
271931,5,2020
271932,8,2020
271934,5,2020
271937,3,2020
271939,2,2020
271941,4,2020
271952,7,2020
271955,7,2020
271961,2,2020
271962,1,2020
271968,6,2020
271969,1,2020
271971,5,2020
271989,1,2020
271996,12,2020
271999,23,2020
272002,7,2020
272008,4,2020
272009,4,2020
272010,3,2020
272011,6,2020
272015,2,2020
272020,7,2020
272022,2,2020
272024,7,2020
272027,2,2020
272032,7,2020
272038,1,2020
272043,1,2020
272045,1,2020
272050,11,2020
272056,3,2020
272060,5,2020
272063,3,2020
272072,12,2020
272080,2,2020
272083,3,2020
272094,3,2020
272095,8,2020
272096,2,2020
272098,14,2020
272099,7,2020
272100,2,2020
272102,2,2020
272108,1,2020
272124,10,2020
272130,16,2020
272131,15,2020
272137,2,2020
272138,8,2020
272139,24,2020
272140,1,2020
272143,8,2020
272148,1,2020
272156,15,2020
272159,22,2020
272165,2,2020
272166,6,2020
272167,1,2020
272175,1,2020
272180,9,2020
272183,1,2020
272186,3,2020
272192,12,2020
272194,8,2020
272198,1,2020
272200,3,2020
272203,1,2020
272204,1,2020
272205,20,2020
272207,1,2020
272208,2,2020
272216,19,2020
272217,1,2020
272218,5,2020
272219,1,2020
272220,1,2020
272230,2,2020
272231,9,2020
272233,3,2020
272234,1,2020
272238,5,2020
272242,1,2020
272251,7,2020
272252,2,2020
272254,3,2020
272255,3,2020
272270,3,2020
272274,4,2020
272276,2,2020
272278,14,2020
272281,1,2020
272284,5,2020
272293,2,2020
272303,1,2020
272308,4,2020
272310,1,2020
272312,20,2020
272313,1,2020
272317,1,2020
272319,2,2020
272328,3,2020
272333,9,2020
272339,1,2020
272340,10,2020
272343,3,2020
272345,5,2020
272348,1,2020
272352,17,2020
272354,9,2020
272359,1,2020
272369,8,2020
272376,1,2020
272377,13,2020
272388,30,2020
272397,3,2020
272403,5,2020
272414,4,2020
272419,3,2020
272423,5,2020
272434,6,2020
272438,2,2020
272439,1,2020
272443,1,2020
272445,5,2020
272446,5,2020
272447,1,2020
272451,1,2020
272455,3,2020
272457,24,2020
272458,1,2020
272459,5,2020
272467,4,2020
272469,8,2020
272471,6,2020
272472,7,2020
272475,3,2020
272478,1,2020
272482,4,2020
272487,2,2020
272488,2,2020
272498,1,2020
272509,5,2020
272513,2,2020
272515,1,2020
272521,2,2020
272527,1,2020
272530,1,2020
272535,1,2020
272541,18,2020
272546,1,2020
272555,1,2020
272557,15,2020
272565,1,2020
272584,1,2020
272586,1,2020
272591,1,2020
272592,1,2020
272602,5,2020
272607,2,2020
272620,2,2020
272622,3,2020
272634,3,2020
272650,13,2020
272666,1,2020
272667,1,2020
272670,7,2020
272681,7,2020
272686,3,2020
272690,2,2020
272691,19,2020
272706,14,2020
272707,1,2020
272717,4,2020
272719,1,2020
272728,1,2020
272734,1,2020
272738,1,2020
272739,2,2020
272740,3,2020
272746,22,2020
272748,10,2020
272754,2,2020
272759,1,2020
272766,3,2020
272768,7,2020
272774,1,2020
272775,14,2020
272776,1,2020
272782,2,2020
272797,2,2020
272808,6,2020
272809,3,2020
272810,7,2020
272813,3,2020
272815,1,2020
272816,1,2020
272817,21,2020
272820,6,2020
272831,3,2020
272833,1,2020
272835,10,2020
272836,10,2020
272847,12,2020
272852,1,2020
272853,2,2020
272866,1,2020
272870,5,2020
272872,11,2020
272873,6,2020
272874,2,2020
272879,6,2020
272883,1,2020
272885,1,2020
272894,4,2020
272896,1,2020
272903,2,2020
272912,8,2020
272933,2,2020
272956,5,2020
272959,4,2020
272961,12,2020
272965,10,2020
272970,1,2020
272988,1,2020
273005,8,2020
273009,2,2020
273011,14,2020
273026,1,2020
273040,1,2020
273052,6,2020
273071,10,2020
273074,1,2020
273075,2,2020
273089,6,2020
273090,1,2020
273092,5,2020
273099,27,2020
273108,1,2020
273114,28,2020
273118,1,2020
273121,2,2020
273128,1,2020
273130,10,2020
273131,9,2020
273140,1,2020
273151,1,2020
273153,30,2020
273156,1,2020
273163,14,2020
273166,5,2020
273171,1,2020
273173,1,2020
273185,3,2020
273186,7,2020
273191,1,2020
273195,2,2020
273212,1,2020
273213,1,2020
273222,4,2020
273230,1,2020
273235,2,2020
273240,17,2020
273241,1,2020
273243,1,2020
273244,9,2020
273247,2,2020
273304,6,2020
273346,10,2020
273352,2,2020
273359,1,2020
273366,1,2020
273382,11,2020
273387,1,2020
273389,2,2020
273390,1,2020
273403,1,2020
273407,11,2020
273411,3,2020
273416,1,2020
273432,7,2020
273436,20,2020
273446,15,2020
273450,3,2020
273458,1,2020
273459,18,2020
273462,44,2020
273464,4,2020
273468,11,2020
273469,13,2020
273470,5,2020
273480,2,2020
273498,13,2020
273499,11,2020
273502,4,2020
273518,26,2020
273520,2,2020
273521,2,2020
273523,1,2020
273524,6,2020
273526,1,2020
273532,2,2020
273545,2,2020
273551,10,2020
273553,1,2020
273610,1,2020
273612,16,2020
273626,2,2020
273653,2,2020
273660,1,2020
273661,2,2020
273667,1,2020
273677,1,2020
273684,13,2020
273705,1,2020
273708,3,2020
273715,2,2020
273716,17,2020
273720,2,2020
273749,1,2020
273759,4,2020
273767,33,2020
273802,1,2020
273819,2,2020
273820,5,2020
273824,3,2020
273826,11,2020
273830,16,2020
273831,1,2020
273832,5,2020
273850,2,2020
273892,1,2020
273895,1,2020
273915,2,2020
273918,1,2020
273919,2,2020
273921,2,2020
273932,1,2020
273934,2,2020
273936,1,2020
273939,1,2020
273940,1,2020
273944,1,2020
273946,1,2020
273950,5,2020
273953,1,2020
273959,1,2020
273961,16,2020
273964,1,2020
273971,1,2020
273994,4,2020
273998,2,2020
273999,1,2020
274007,9,2020
274008,2,2020
274014,3,2020
274032,2,2020
274044,7,2020
274045,1,2020
274061,1,2020
274064,5,2020
274083,12,2020
274092,8,2020
274098,3,2020
274102,1,2020
274107,2,2020
274116,6,2020
274118,6,2020
274121,1,2020
274122,2,2020
274135,2,2020
274143,10,2020
274144,3,2020
274154,15,2020
274159,2,2020
274161,11,2020
274166,3,2020
274181,18,2020
274186,13,2020
274192,1,2020
274193,1,2020
274195,17,2020
274196,5,2020
274198,2,2020
274217,6,2020
274218,9,2020
274222,5,2020
274229,5,2020
274230,1,2020
274234,8,2020
274245,20,2020
274247,2,2020
274260,6,2020
274262,7,2020
274263,1,2020
274271,4,2020
274282,15,2020
274286,1,2020
274293,15,2020
274295,5,2020
274298,1,2020
274303,6,2020
274306,1,2020
274337,12,2020
274339,2,2020
274364,36,2020
274367,11,2020
274373,14,2020
274386,2,2020
274387,4,2020
274388,2,2020
274389,8,2020
274393,2,2020
274398,1,2020
274399,3,2020
274406,4,2020
274411,12,2020
274419,19,2020
274430,2,2020
274432,2,2020
274440,1,2020
274442,4,2020
274449,4,2020
274455,5,2020
274457,2,2020
274458,1,2020
274461,1,2020
274464,4,2020
274484,6,2020
274487,6,2020
274493,8,2020
274500,25,2020
274505,12,2020
274512,6,2020
274522,13,2020
274536,9,2020
274547,9,2020
274558,2,2020
274560,2,2020
274561,4,2020
274566,9,2020
274572,2,2020
274578,15,2020
274579,5,2020
274586,32,2020
274593,1,2020
274596,1,2020
274603,1,2020
274605,5,2020
274609,1,2020
274618,3,2020
274623,2,2020
274629,4,2020
274630,3,2020
274631,1,2020
274632,2,2020
274635,1,2020
274640,3,2020
274647,7,2020
274655,18,2020
274657,1,2020
274658,1,2020
274662,2,2020
274675,3,2020
274677,1,2020
274689,14,2020
274696,29,2020
274698,15,2020
274703,2,2020
274704,1,2020
274714,3,2020
274720,26,2020
274722,16,2020
274724,3,2020
274727,3,2020
274729,8,2020
274730,3,2020
274733,2,2020
274739,1,2020
274743,1,2020
274745,5,2020
274753,20,2020
274756,3,2020
274764,29,2020
274768,1,2020
274774,17,2020
274805,16,2020
274806,1,2020
274815,1,2020
274817,2,2020
274818,1,2020
274820,11,2020
274833,27,2020
274842,19,2020
274856,11,2020
274866,2,2020
274868,1,2020
274874,4,2020
274877,1,2020
274881,11,2020
274882,4,2020
274886,1,2020
274887,7,2020
274890,14,2020
274891,2,2020
274893,1,2020
274899,3,2020
274902,1,2020
274905,2,2020
274906,2,2020
274909,9,2020
274911,7,2020
274912,1,2020
274914,1,2020
274916,2,2020
274924,1,2020
274927,6,2020
274950,1,2020
274952,4,2020
274953,1,2020
274957,5,2020
274959,24,2020
274964,1,2020
274969,5,2020
274975,2,2020
274976,1,2020
274978,2,2020
274988,3,2020
274991,1,2020
274992,4,2020
275000,1,2020
275005,2,2020
275009,6,2020
275016,4,2020
275022,30,2020
275027,1,2020
275035,2,2020
275036,1,2020
275044,1,2020
275050,1,2020
275053,2,2020
275056,1,2020
275066,1,2020
275074,12,2020
275087,4,2020
275108,11,2020
275120,1,2020
275140,5,2020
275186,10,2020
275198,7,2020
275216,3,2020
275222,5,2020
275240,2,2020
275247,5,2020
275260,1,2020
275268,1,2020
275273,1,2020
275274,8,2020
275279,2,2020
275282,1,2020
275284,1,2020
275289,18,2020
275308,2,2020
275313,3,2020
275344,2,2020
275351,3,2020
275354,1,2020
275379,2,2020
275381,5,2020
275396,1,2020
275406,2,2020
275407,1,2020
275408,1,2020
275416,3,2020
275421,27,2020
275423,1,2020
275424,5,2020
275425,5,2020
275431,6,2020
275432,3,2020
275433,1,2020
275434,1,2020
275435,9,2020
275442,1,2020
275446,1,2020
275461,11,2020
275463,5,2020
275474,1,2020
275476,1,2020
275479,1,2020
275480,1,2020
275481,1,2020
275483,2,2020
275505,1,2020
275514,6,2020
275516,5,2020
275523,6,2020
275525,7,2020
275527,29,2020
275531,1,2020
275534,3,2020
275536,1,2020
275537,1,2020
275540,10,2020
275549,1,2020
275551,23,2020
275555,8,2020
275579,1,2020
275581,1,2020
275582,1,2020
275587,2,2020
275639,5,2020
275644,1,2020
275651,3,2020
275663,1,2020
275673,1,2020
275674,22,2020
275679,4,2020
275680,1,2020
275696,25,2020
275710,3,2020
275724,4,2020
275732,1,2020
275735,11,2020
275779,4,2020
275783,1,2020
275787,7,2020
275789,1,2020
275795,4,2020
275798,3,2020
275799,1,2020
275802,20,2020
275814,2,2020
275818,2,2020
275821,2,2020
275839,13,2020
275848,1,2020
275850,22,2020
275863,17,2020
275870,1,2020
275872,2,2020
275880,3,2020
275888,2,2020
275893,10,2020
275904,2,2020
275907,1,2020
275909,4,2020
275910,1,2020
275932,11,2020
275938,2,2020
275945,1,2020
275948,1,2020
276539,8,2020
276540,1,2020
276546,2,2020
276547,20,2020
276549,9,2020
276560,18,2020
276565,5,2020
276578,3,2020
276582,1,2020
276585,21,2020
276595,2,2020
276597,1,2020
276613,11,2020
276623,1,2020
276645,1,2020
276647,6,2020
276649,1,2020
276674,2,2020
276718,4,2020
276748,1,2020
276766,1,2020
276801,1,2020
276803,1,2020
276806,1,2020
276807,3,2020
276867,1,2020
276890,1,2020
276997,1,2020
276998,19,2020
277006,9,2020
277012,1,2020
277015,18,2020
277018,3,2020
277019,3,2020
277025,21,2020
277028,2,2020
277035,1,2020
277037,1,2020
277039,20,2020
277043,20,2020
277144,9,2020
277183,2,2020
277358,3,2020
277360,1,2020
277426,4,2020
277487,2,2020
277505,1,2020
277544,6,2020
277561,5,2020
277583,3,2020
277589,7,2020
277637,10,2020
277769,5,2020
277770,2,2020
277789,4,2020
277792,1,2020
277797,1,2020
277810,4,2020
277812,24,2020
277814,3,2020
277824,6,2020
277833,12,2020
277843,3,2020
277848,1,2020
277851,11,2020
277878,1,2020
277881,17,2020
277885,2,2020
277897,10,2020
277899,1,2020
277912,6,2020
277920,1,2020
277923,3,2020
277934,2,2020
277939,2,2020
277941,8,2020
277957,3,2020
277961,3,2020
277962,1,2020
277971,11,2020
277972,12,2020
277982,7,2020
278027,7,2020
278074,3,2020
278100,1,2020
278101,5,2020
278106,2,2020
278107,1,2020
278109,1,2020
278113,1,2020
278114,13,2020
278115,1,2020
278123,27,2020
278126,2,2020
278135,4,2020
278136,4,2020
278139,8,2020
278142,20,2020
278145,8,2020
278153,9,2020
278172,1,2020
278173,1,2020
278174,1,2020
278182,2,2020
278183,2,2020
278187,4,2020
278188,1,2020
278189,5,2020
278203,9,2020
278205,1,2020
278216,35,2020
278226,2,2020
278231,3,2020
278232,31,2020
278245,10,2020
278248,1,2020
278255,12,2020
278261,1,2020
278263,1,2020
278267,1,2020
278268,14,2020
278278,39,2020
278279,36,2020
278280,2,2020
278281,2,2020
278283,30,2020
278290,1,2020
278298,19,2020
278299,4,2020
278301,2,2020
278305,4,2020
278306,1,2020
278308,2,2020
278310,12,2020
278312,1,2020
278314,3,2020
278321,18,2020
278332,3,2020
278335,11,2020
278341,9,2020
278350,19,2020
278356,8,2020
278358,2,2020
278359,1,2020
278368,4,2020
278377,1,2020
278391,2,2020
278396,3,2020
278403,3,2020
278425,2,2020
278426,2,2020
278427,1,2020
278430,2,2020
278433,15,2020
278436,1,2020
278438,1,2020
278444,2,2020
278448,7,2020
278467,1,2020
278470,6,2020
278476,2,2020
278485,1,2020
278519,12,2020
278532,1,2020
278534,17,2020
278545,1,2020
278546,8,2020
278556,12,2020
278569,16,2020
278577,8,2020
278580,5,2020
278584,2,2020
278590,1,2020
278601,3,2020
278613,1,2020
278623,3,2020
278626,5,2020
278627,1,2020
278630,5,2020
278631,5,2020
278636,1,2020
278644,5,2020
278661,4,2020
278665,1,2020
278666,3,2020
278667,1,2020
278675,3,2020
278678,2,2020
278692,1,2020
278694,4,2020
278710,2,2020
278718,8,2020
278728,1,2020
278736,52,2020
278742,2,2020
278744,7,2020
278746,3,2020
278752,2,2020
278756,1,2020
278760,3,2020
278774,9,2020
278784,7,2020
278785,2,2020
278786,8,2020
278790,3,2020
278799,2,2020
278803,1,2020
278806,5,2020
278821,13,2020
278825,4,2020
278832,2,2020
278859,1,2020
278866,1,2020
278883,2,2020
278887,2,2020
278905,1,2020
278928,1,2020
278951,1,2020
278962,5,2020
278966,2,2020
278969,1,2020
278971,9,2020
278976,1,2020
278981,1,2020
278992,1,2020
278997,1,2020
278998,1,2020
279002,1,2020
279075,1,2020
279092,1,2020
279120,7,2020
279123,4,2020
279132,1,2020
279135,1,2020
279143,15,2020
279147,4,2020
279148,4,2020
279149,1,2020
279152,4,2020
279157,3,2020
279167,1,2020
279170,1,2020
279171,7,2020
279177,6,2020
279182,13,2020
279184,1,2020
279186,1,2020
279187,4,2020
279196,5,2020
279197,5,2020
279205,1,2020
279206,3,2020
279207,1,2020
279209,1,2020
279217,1,2020
279219,4,2020
279220,4,2020
279221,1,2020
279223,1,2020
279227,6,2020
279287,3,2020
279289,4,2020
279318,1,2020
279321,12,2020
279327,19,2020
279352,6,2020
279355,1,2020
279358,1,2020
279373,4,2020
279378,41,2020
279379,18,2020
279381,2,2020
279384,4,2020
279393,21,2020
279399,4,2020
279401,1,2020
279404,1,2020
279406,7,2020
279414,3,2020
279417,3,2020
279430,7,2020
279433,3,2020
279434,6,2020
279437,12,2020
279440,14,2020
279441,14,2020
279444,5,2020
279445,10,2020
279448,26,2020
279449,10,2020
279453,4,2020
279460,1,2020
279461,2,2020
279467,1,2020
279470,1,2020
279477,5,2020
279495,1,2020
279497,2,2020
279500,2,2020
279502,2,2020
279508,18,2020
279509,7,2020
279521,2,2020
279625,1,2020
279627,4,2020
279639,5,2020
281420,7,2020
281422,3,2020
281426,1,2020
281431,7,2020
281439,4,2020
281453,2,2020
281464,1,2020
281465,1,2020
281467,1,2020
281469,13,2020
281485,7,2020
281488,3,2020
281491,3,2020
281496,1,2020
281502,1,2020
281515,1,2020
281519,2,2020
281520,1,2020
281525,10,2020
281539,5,2020
281540,1,2020
281541,1,2020
281542,3,2020
281544,8,2020
281545,2,2020
281548,1,2020
281552,5,2020
281557,6,2020
281567,7,2020
281584,8,2020
281587,22,2020
281588,3,2020
281590,3,2020
281594,1,2020
281601,13,2020
281603,2,2020
281605,4,2020
281606,3,2020
281644,2,2020
281645,1,2020
281646,4,2020
281647,1,2020
281661,7,2020
281666,1,2020
281672,4,2020
281676,1,2020
281698,2,2020
281701,1,2020
281710,2,2020
281711,2,2020
281712,8,2020
281713,6,2020
281726,11,2020
281727,1,2020
281728,11,2020
281736,1,2020
281737,10,2020
281747,6,2020
281750,4,2020
281752,1,2020
281754,1,2020
281756,17,2020
281761,10,2020
281767,1,2020
281769,1,2020
281771,1,2020
281772,31,2020
281783,1,2020
281784,4,2020
281787,5,2020
281793,2,2020
281795,6,2020
281798,1,2020
281805,1,2020
281808,15,2020
281810,1,2020
281813,10,2020
281814,3,2020
281816,1,2020
281817,1,2020
281818,6,2020
282001,2,2020
282005,24,2020
282020,1,2020
282022,6,2020
282031,2,2020
282034,1,2020
282035,9,2020
282037,1,2020
282040,22,2020
282041,1,2020
282044,2,2020
282045,5,2020
282046,2,2020
282053,2,2020
282069,19,2020
282079,3,2020
282081,1,2020
282082,16,2020
282084,1,2020
282085,1,2020
282086,1,2020
282089,10,2020
282090,1,2020
282091,1,2020
282093,3,2020
282101,3,2020
282104,2,2020
282105,1,2020
282110,1,2020
282121,1,2020
282129,2,2020
282133,2,2020
282142,1,2020
282143,2,2020
282177,5,2020
282181,1,2020
282183,1,2020
282184,9,2020
282186,2,2020
282202,2,2020
282210,6,2020
282215,19,2020
282223,3,2020
282225,4,2020
282283,1,2020
282285,11,2020
282288,10,2020
282310,3,2020
282311,2,2020
282312,3,2020
282315,9,2020
282327,1,2020
282332,8,2020
282360,2,2020
282363,2,2020
282366,1,2020
282379,1,2020
282382,10,2020
282394,5,2020
282399,2,2020
282400,9,2020
282403,1,2020
282407,2,2020
282408,3,2020
282410,9,2020
282422,3,2020
282435,5,2020
282440,1,2020
282444,12,2020
282447,2,2020
282451,5,2020
282478,2,2020
282483,23,2020
282513,3,2020
282537,1,2020
282560,34,2020
282566,8,2020
282567,9,2020
282568,1,2020
282575,1,2020
282580,3,2020
282604,4,2020
282606,7,2020
282608,2,2020
282610,1,2020
282617,7,2020
282622,3,2020
282623,2,2020
282627,11,2020
282628,6,2020
282632,4,2020
282652,1,2020
282653,5,2020
282657,7,2020
282660,8,2020
282679,12,2020
282694,3,2020
282717,2,2020
282720,4,2020
282729,4,2020
282732,8,2020
282735,21,2020
282738,2,2020
282739,1,2020
282744,1,2020
282747,2,2020
282749,2,2020
282760,2,2020
282763,1,2020
282767,1,2020
282776,2,2020
282781,3,2020
282782,10,2020
282795,2,2020
282802,1,2020
282805,7,2020
282813,3,2020
282827,1,2020
282830,1,2020
282833,1,2020
282849,6,2020
282850,4,2020
282860,1,2020
282873,8,2020
282874,4,2020
282884,3,2020
282886,1,2020
282889,9,2020
282898,5,2020
282901,1,2020
282909,2,2020
282912,2,2020
282922,1,2020
282923,3,2020
282930,44,2020
282935,1,2020
282937,1,2020
282945,4,2020
282947,5,2020
282949,9,2020
282950,6,2020
282959,1,2020
282962,2,2020
282967,3,2020
282969,3,2020
282970,22,2020
282975,2,2020
282980,1,2020
282984,1,2020
282995,2,2020
283002,2,2020
283003,5,2020
283004,1,2020
283008,2,2020
283013,1,2020
283016,1,2020
283018,22,2020
283020,1,2020
283029,6,2020
283040,5,2020
283054,13,2020
283068,7,2020
283088,2,2020
283091,3,2020
283103,1,2020
283181,1,2020
283184,12,2020
283189,22,2020
283194,4,2020
283198,3,2020
283457,1,2020
283460,2,2020
283464,2,2020
283655,1,2020
283758,2,2020
283769,3,2020
283770,3,2020
283950,4,2020
284044,2,2020
284091,1,2020
284115,2,2020
284124,1,2020
284129,5,2020
284137,1,2020
284140,1,2020
284143,1,2020
284146,5,2020
284153,8,2020
284156,2,2020
284157,1,2020
284163,1,2020
284165,18,2020
284169,3,2020
284173,1,2020
284191,4,2020
284212,2,2020
284216,20,2020
284221,2,2020
284229,26,2020
284237,1,2020
284241,4,2020
284256,1,2020
284260,1,2020
284261,1,2020
284269,1,2020
284270,2,2020
284271,2,2020
284272,4,2020
284276,3,2020
284277,1,2020
284278,1,2020
284280,1,2020
284284,1,2020
284315,2,2020
284331,1,2020
284333,1,2020
284334,16,2020
284335,14,2020
284336,6,2020
284337,9,2020
284340,1,2020
284341,1,2020
284347,10,2020
284351,7,2020
284353,10,2020
284361,3,2020
284375,9,2020
284388,2,2020
284391,4,2020
284394,3,2020
284396,1,2020
284401,1,2020
284407,1,2020
284408,22,2020
284415,1,2020
284423,2,2020
284435,1,2020
284453,5,2020
284458,30,2020
284462,1,2020
284505,1,2020
284509,1,2020
284510,1,2020
284519,2,2020
284520,1,2020
284521,14,2020
284523,12,2020
284526,1,2020
284527,3,2020
284532,26,2020
284533,13,2020
284552,6,2020
284567,1,2020
284587,6,2020
284597,2,2020
284605,5,2020
284609,1,2020
284613,8,2020
284618,9,2020
284619,12,2020
284628,9,2020
284632,18,2020
284635,1,2020
284636,9,2020
284650,4,2020
284664,6,2020
284695,11,2020
284699,2,2020
284769,3,2020
284770,4,2020
284772,1,2020
284773,18,2020
284774,2,2020
284778,6,2020
284786,5,2020
284789,2,2020
284798,11,2020
284807,1,2020
284808,17,2020
284812,1,2020
284817,1,2020
284819,3,2020
284832,2,2020
284840,4,2020
284844,18,2020
284856,4,2020
284858,5,2020
284861,4,2020
284865,5,2020
284882,32,2020
284884,2,2020
284896,1,2020
284899,2,2020
284900,7,2020
284906,1,2020
284918,1,2020
284935,2,2020
284944,14,2020
284950,5,2020
284951,13,2020
284952,2,2020
284968,2,2020
284971,3,2020
284994,1,2020
284995,2,2020
284996,1,2020
284998,2,2020
285001,2,2020
285027,2,2020
285035,38,2020
285038,12,2020
285042,4,2020
285049,2,2020
285057,1,2020
285064,2,2020
285066,6,2020
285073,1,2020
285081,1,2020
285082,9,2020
285083,6,2020
285086,1,2020
285094,9,2020
285101,1,2020
285105,13,2020
285128,5,2020
285138,2,2020
285150,1,2020
285153,5,2020
285157,1,2020
285162,5,2020
285169,13,2020
285173,6,2020
285174,1,2020
285176,3,2020
285181,5,2020
285183,11,2020
285184,3,2020
285186,3,2020
285188,8,2020
285189,2,2020
285192,1,2020
285199,1,2020
285205,34,2020
285211,2,2020
285215,4,2020
285216,6,2020
285220,4,2020
285221,5,2020
285225,1,2020
285228,2,2020
285230,2,2020
285231,19,2020
285233,3,2020
285235,8,2020
285237,1,2020
285248,4,2020
285250,18,2020
285279,1,2020
285280,26,2020
285287,2,2020
285302,1,2020
285313,11,2020
285317,9,2020
285325,4,2020
285327,4,2020
285333,5,2020
285343,3,2020
285356,9,2020
285364,1,2020
285365,46,2020
285367,12,2020
285368,1,2020
285381,4,2020
285386,3,2020
285394,23,2020
285411,6,2020
285436,10,2020
285463,1,2020
285472,1,2020
285477,1,2020
285481,3,2020
285482,6,2020
285484,3,2020
285485,1,2020
285487,1,2020
285500,14,2020
285504,1,2020
285509,1,2020
285512,8,2020
285513,8,2020
285515,7,2020
285519,8,2020
285528,11,2020
285537,6,2020
285545,1,2020
285555,16,2020
285556,7,2020
285563,12,2020
285568,1,2020
285572,11,2020
285580,1,2020
285585,6,2020
285588,2,2020
285598,1,2020
285600,1,2020
285616,7,2020
285623,1,2020
285636,3,2020
285647,4,2020
285655,2,2020
285664,5,2020
285677,1,2020
285702,1,2020
285709,4,2020
285715,14,2020
285716,8,2020
285737,1,2020
285739,11,2020
285740,1,2020
285741,2,2020
285743,6,2020
285746,1,2020
285800,2,2020
285802,2,2020
285804,12,2020
285807,1,2020
285831,5,2020
285833,2,2020
285835,1,2020
285853,5,2020
285876,16,2020
285877,26,2020
285880,25,2020
285891,2,2020
285952,11,2020
285953,3,2020
285962,3,2020
285964,4,2020
285972,3,2020
285984,4,2020
285988,1,2020
285989,1,2020
285992,2,2020
285998,3,2020
286001,6,2020
286009,1,2020
286059,1,2020
286063,5,2020
286064,1,2020
286076,11,2020
286081,2,2020
286082,3,2020
286096,1,2020
286100,1,2020
286102,1,2020
286106,6,2020
286107,4,2020
286108,1,2020
286109,12,2020
286112,3,2020
286149,8,2020
286158,4,2020
286195,7,2020
286209,5,2020
286221,3,2020
286226,2,2020
286237,1,2020
286242,9,2020
286282,12,2020
286283,2,2020
286303,2,2020
286323,4,2020
286329,18,2020
286331,5,2020
286335,5,2020
286337,3,2020
286346,7,2020
286413,5,2020
286416,1,2020
286418,1,2020
286420,26,2020
286426,23,2020
286430,26,2020
286433,3,2020
286434,18,2020
286449,2,2020
286451,7,2020
286454,4,2020
286459,11,2020
286460,7,2020
286461,18,2020
286465,7,2020
286467,11,2020
286468,7,2020
286472,8,2020
286487,1,2020
286504,2,2020
286513,9,2020
286517,8,2020
286526,3,2020
286528,16,2020
286537,1,2020
286540,1,2020
286541,2,2020
286554,1,2020
286561,3,2020
286567,2,2020
286571,1,2020
286572,1,2020
286573,2,2020
286576,1,2020
286590,3,2020
286593,1,2020
286598,1,2020
286602,5,2020
286606,1,2020
286625,6,2020
286629,16,2020
286641,5,2020
286644,1,2020
286652,1,2020
286666,2,2020
286683,1,2020
286692,2,2020
286695,1,2020
286724,5,2020
286745,1,2020
286761,2,2020
286770,13,2020
286796,5,2020
286826,18,2020
286843,1,2020
286844,1,2020
286871,1,2020
286879,31,2020
286883,1,2020
286889,2,2020
286900,1,2020
286911,5,2020
286916,4,2020
286921,1,2020
286945,7,2020
286961,27,2020
286983,10,2020
286987,5,2020
286996,1,2020
287022,1,2020
287036,2,2020
287049,1,2020
287055,4,2020
287057,1,2020
287060,7,2020
287067,14,2020
287068,2,2020
287075,3,2020
287107,7,2020
287108,16,2020
287111,2,2020
287113,3,2020
287122,1,2020
287127,10,2020
287136,1,2020
287141,1,2020
287155,1,2020
287157,3,2020
287158,1,2020
287161,17,2020
287162,12,2020
287166,1,2020
287168,1,2020
287169,10,2020
287171,1,2020
287177,21,2020
287183,4,2020
287187,8,2020
287193,8,2020
287196,14,2020
287209,13,2020
287211,9,2020
287223,16,2020
287226,1,2020
287232,2,2020
287235,3,2020
287245,2,2020
287253,5,2020
287260,11,2020
287263,6,2020
287270,2,2020
287274,1,2020
287279,6,2020
287288,7,2020
287289,1,2020
287311,28,2020
287312,16,2020
287317,6,2020
287333,1,2020
287335,1,2020
287343,6,2020
287348,1,2020
287360,1,2020
287374,6,2020
287375,6,2020
287379,2,2020
287380,2,2020
287383,5,2020
287399,1,2020
287402,1,2020
287412,8,2020
287413,1,2020
287427,13,2020
287428,1,2020
287431,1,2020
287438,5,2020
287454,10,2020
287455,2,2020
287469,2,2020
287483,1,2020
287490,5,2020
287496,11,2020
287498,3,2020
287501,3,2020
287506,1,2020
287509,1,2020
287511,1,2020
287525,27,2020
287566,11,2020
287568,11,2020
287575,1,2020
287579,5,2020
287580,1,2020
287582,6,2020
287583,2,2020
287591,1,2020
287597,1,2020
287599,8,2020
287609,14,2020
287622,16,2020
287643,9,2020
287649,1,2020
287661,5,2020
287665,6,2020
287667,14,2020
287670,4,2020
287673,8,2020
287684,36,2020
287686,37,2020
287687,1,2020
287696,12,2020
287697,5,2020
287705,1,2020
287706,23,2020
287707,14,2020
287710,15,2020
287711,3,2020
287724,1,2020
287731,2,2020
287744,1,2020
287750,3,2020
287752,4,2020
287764,2,2020
287819,8,2020
287824,8,2020
287852,1,2020
287853,2,2020
287857,13,2020
287866,1,2020
287882,7,2020
287896,1,2020
287899,3,2020
287906,6,2020
287912,5,2020
287918,5,2020
287930,11,2020
287938,1,2020
287945,3,2020
287948,14,2020
287957,4,2020
287964,5,2020
287967,1,2020
287969,3,2020
287991,1,2020
287998,4,2020
287999,1,2020
288004,5,2020
288006,11,2020
